Name_of_meal,MealIngredients,Snack (all types),Breakfast,Lunch,Dinner,Carbs,Protein,Calories,Meal Name,Dairy Free,Gluten Free,Pescatarian,Vegan,Vegetarian,Paleo,Meal Name.1,Soy,Milk,Dairy,Wheat,Shellfish,Peanuts,Treenuts,Eggs,Fish,Nuts,Meal Name.2,Milk.1,Butter,Cheese,Yogurt,Ice Cream,Whey,Apples,Oranges,Bananas,Cherries,Dates,Watermelons,Bread,Cereal,Rice,Pasta,Wheat.1,Oats,Sweet Potatoes,Beets,Spinach,Broccoli,Cauliflower,Brussel sprout,Beef,Chicken,Fish.1,Eggs.1,Cheese.1,Beans,Fat
"1 cup of cottage cheese, 2 cups of strawberries (~16 strawberries)",,,Yes,,,31,26,312,"1 cup of cottage cheese, 2 cups of strawberries (~16 strawberries)",2,0,0,0,0,1,"1 cup of cottage cheese, 2 cups of strawberries (~16 strawberries)",0,2,2,0,0,0,0,0,0,0,"1 cup of angel hair pasta with shrimp (~10 medium-size shrimp) and 2 tbsp of pesto sauce, 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8.7
"1 cup of cottage cheese, 1 banana",,,Yes,,,34,25,319,"1 cup of cottage cheese, 1 banana",2,0,0,0,0,1,"1 cup of cottage cheese, 1 banana",0,2,2,0,0,0,0,0,0,0,"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), side salad with a light dressing (3 tbsp)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.9
"1 Strawberry Banana Smoothie (8 strawberries, 1 banana, 1 1/2 cups of orange juice, 1 1/2 cups of plain Greek yogurt, ice), 1 raisin granola bar",,,Yes,,,61,6,327,"1 Strawberry Banana Smoothie (8 strawberries, 1 banana, 1 1/2 cups of orange juice, 1 1/2 cups of plain Greek yogurt, ice), 1 raisin granola bar",2,0,0,1,0,1,"1 Strawberry Banana Smoothie (8 strawberries, 1 banana, 1 1/2 cups of orange juice, 1 1/2 cups of plain Greek yogurt, ice), 1 raisin granola bar",0,1,2,0,0,0,1,0,0,1,"1 cup of spaghetti with 1/2 cup of tomato sauce, 1 Peanut Butter and Yogurt Shake (1 tbsp of peanut butter, 1/4 cup of yogurt, 3/4 cup of milk, ice)",3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
"1 Scrambled Egg Sandwich (1 scrambled egg, 1 tsp salsa, 1/4 cup shredded cheddar cheese, 1 pita)",,,Yes,,,31,20,328,"1 Scrambled Egg Sandwich (1 scrambled egg, 1 tsp salsa, 1/4 cup shredded cheddar cheese, 1 pita)",2,0,0,0,0,1,"1 Scrambled Egg Sandwich (1 scrambled egg, 1 tsp salsa, 1/4 cup shredded cheddar cheese, 1 pita)",0,2,2,0,0,0,0,1,0,0,"1 Grilled Chicken Sandwich (2 slices of wheat bread, 3 oz of chicken, veggies, 1 tbsp of mustard or mayo), 1/2 cup of skim milk, 1 cup of carrots with hummus (5 tbsp)",1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,9.1
"1 banana with peanut butter, 1 cup of 1% milk",,,Yes,,,47,17,356,"1 banana with peanut butter, 1 cup of 1% milk",2,0,0,2,0,3,"1 banana with peanut butter, 1 cup of 1% milk",0,2,2,0,0,1,0,0,0,1,"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.8
"2 cups of plain greek yogurt, 1 cup of orange juice",,,Yes,,,42,48,378,"2 cups of plain greek yogurt, 1 cup of orange juice",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1 cup of orange juice",0,1,2,0,0,0,0,0,0,0,"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Roasted Potatoes (1/2 cup), Steamed Snow Peas (1/2 cup)",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.1
"2 cups of plain greek yogurt, 1/4 cup of granola",,,Yes,,,36,49,379,"2 cups of plain greek yogurt, 1/4 cup of granola",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1/4 cup of granola",0,1,2,0,0,0,1,0,0,1,"Lemon Herb Chicken Thigh (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Roasted Asparagus (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1
"2 cups of plain greek yogurt, 1 cup of apple juice",,,Yes,,,45,47,383,"2 cups of plain greek yogurt, 1 cup of apple juice",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1 cup of apple juice",0,1,2,0,0,0,0,0,0,0,"Cilantro Lime Chicken (4 oz serving), Brown Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2.1
1/2 cup of plain Greek yogurt with blueberries (1 cup) and walnuts (1 cup) and honey (1 tsp),,,Yes,,,18,18,405,1/2 cup of plain Greek yogurt with blueberries (1 cup) and walnuts (1 cup) and honey (1 tsp),2,0,0,2,0,1,1/2 cup of plain Greek yogurt with blueberries (1 cup) and walnuts (1 cup) and honey (1 tsp),0,1,2,0,0,0,1,0,0,2,"1 cup of penne with lemon butter (1 tbsp of butter and 1/4 tsp of lemon zest), a side salad with a light dressing (3 tbsp)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"2 cups of plain greek yogurt, 1 cup of oatmeal",,,Yes,,,43,52,424,"2 cups of plain greek yogurt, 1 cup of oatmeal",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1 cup of oatmeal",0,1,2,0,0,0,0,0,0,0,"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4
"2 cups of plain greek yogurt, 1 cup of breakfast potatoes",,,Yes,,,53,50,427,"2 cups of plain greek yogurt, 1 cup of breakfast potatoes",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1 cup of breakfast potatoes",0,1,2,0,0,0,0,0,0,0,"Herb Roasted Chicken Breast (4 oz serving), Buttered Egg Noodles (1 cup), Sauteed Green Beans (1 cup)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.4
"1 cup of greek yogurt, 2 cups of oatmeal",,,Yes,,,62,35,449,"1 cup of greek yogurt, 2 cups of oatmeal",2,0,0,1,0,1,"1 cup of greek yogurt, 2 cups of oatmeal",0,1,2,0,0,0,0,0,0,0,"Herb Roasted Chicken Breast (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Corn (1/2 cup)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.5
"3 scrambled eggs, 1 cup of chocolate milk",,,Yes,,,30,35,460,"3 scrambled eggs, 1 cup of chocolate milk",2,0,0,1,0,1,"3 scrambled eggs, 1 cup of chocolate milk",0,2,2,0,0,0,0,1,0,0,"Lean Ground Turkey (6 oz), side salad with a light dressing (2 tbsp), 1 sweet potato with whipped butter (1 tbsp)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7
"1 scoop of whey protein, 1 Banana Smoothie (2 bananas, 1 1/2 cups of milk, ice)",,,Yes,,,69,40,460,"1 scoop of whey protein, 1 Banana Smoothie (2 bananas, 1 1/2 cups of milk, ice)",2,0,0,0,0,1,"1 scoop of whey protein, 1 Banana Smoothie (2 bananas, 1 1/2 cups of milk, ice)",0,2,2,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6
"2 slices of buttered toast, 2 cups of 2% milk",,,Yes,,,50,21,466,"2 slices of buttered toast, 2 cups of 2% milk",2,0,0,2,0,2,"2 slices of buttered toast, 2 cups of 2% milk",0,2,2,0,0,0,0,0,0,0,"Salmon (5 oz filet) with a honey mustard glaze, Boiled Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.7
"2 cups of cottage cheese, 1/2 cup of cherries (~10 cherries)",,,Yes,,,33,50,502,"2 cups of cottage cheese, 1/2 cup of cherries (~10 cherries)",2,0,0,0,0,1,"2 cups of cottage cheese, 1/2 cup of cherries (~10 cherries)",0,2,2,0,0,0,0,0,0,0,"Lemon Herb Chicken Thigh (4 oz serving), Wild Rice (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.9
"3 eggs, 1 cup of cottage cheese and 1 cup of blueberries",,,Yes,,,31,50,506,"3 eggs, 1 cup of cottage cheese and 1 cup of blueberries",2,0,0,1,0,1,"3 eggs, 1 cup of cottage cheese and 1 cup of blueberries",0,2,2,0,0,0,0,1,0,0,"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of orzo, 15 grapes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.1
"2 egg omelet with cheese, 1 slice of rye toast with 1 tbsp of butter",,,Yes,,,35,24,507,"2 egg omelet with cheese, 1 slice of rye toast with 1 tbsp of butter",2,0,0,2,0,2,"2 egg omelet with cheese, 1 slice of rye toast with 1 tbsp of butter",0,2,2,0,0,0,0,2,0,0,"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1/2 cup), Braised Collard Greens (1 cup)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22.5
"1 cup of greek yogurt, 2 cups of breakfast potatoes",,,Yes,,,82,31,515,"1 cup of greek yogurt, 2 cups of breakfast potatoes",2,0,0,1,0,1,"1 cup of greek yogurt, 2 cups of breakfast potatoes",0,1,2,0,0,0,0,0,0,0,"Lemon Herb Chicken Thigh (4 oz serving), Wild Rice (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2.9
"3 hard-boiled eggs, 1 cup of cottage cheese and 1 cup of blueberries",,,Yes,,,31,50,518,"3 hard-boiled eggs, 1 cup of cottage cheese and 1 cup of blueberries",2,0,0,1,0,1,"3 hard-boiled eggs, 1 cup of cottage cheese and 1 cup of blueberries",0,2,2,0,0,0,0,1,0,0,"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Broccolini (1cup)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,14.4
"2 cups of cottage cheese, 1 apple",,,Yes,,,39,49,523,"2 cups of cottage cheese, 1 apple",2,0,0,0,0,1,"2 cups of cottage cheese, 1 apple",0,2,2,0,0,0,0,0,0,0,"Chipotle BBQ Spiced Swordfish (or a similar fish) (4 oz serving), Buttered Egg Noodles (1 cup), Roasted Brussels Sprouts (1 cup)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.5
"2 cups of cottage cheese, 2 cups of strawberries (~16 strawberries)",,,Yes,,,38,50,526,"2 cups of cottage cheese, 2 cups of strawberries (~16 strawberries)",2,0,0,0,0,1,"2 cups of cottage cheese, 2 cups of strawberries (~16 strawberries)",0,2,2,0,0,0,0,0,0,0,"Salami and Swiss Cheese Sandwich (2 slices of bread, 2 oz of salami, 1 slice of Swiss cheese, lettuce and tomatoes, 1 tbsp of mayo), 1 nectarine",2,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14.6
"2 cups of cottage cheese, 1 cup of grapes",,,Yes,,,43,49,538,"2 cups of cottage cheese, 1 cup of grapes",2,0,0,0,0,1,"2 cups of cottage cheese, 1 cup of grapes",0,2,2,0,0,0,0,0,0,0,"6 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.9
"3 scrambled eggs, 1 cup of cottage cheese and 1 cup of blueberries",,,Yes,Yes,,31,59,554,"3 scrambled eggs, 1 cup of cottage cheese and 1 cup of blueberries",2,0,0,1,0,1,"3 scrambled eggs, 1 cup of cottage cheese and 1 cup of blueberries",0,2,2,0,0,0,0,1,0,0,"1 1/2 cups of bowtie pasta with 3 tbsp of pesto sauce, 1 cup of mixed vegetables",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.4
"1 cup of plain Greek yogurt with 1/4 cup of raisins, 1 cup of dried apricots",,,Yes,,,118,28,556,"1 cup of plain Greek yogurt with 1/4 cup of raisins, 1 cup of dried apricots",2,0,0,1,0,1,"1 cup of plain Greek yogurt with 1/4 cup of raisins, 1 cup of dried apricots",0,1,2,0,0,0,0,0,0,0,"8 oz filet of salmon, 2 eggs, 1 cup of mixed vegetables",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.1
"1 cup of nonfat Greek yogurt, 1 1/4 cups of craisins",,,Yes,,,122,27,566,"1 cup of nonfat Greek yogurt, 1 1/4 cups of craisins",2,0,0,1,0,1,"1 cup of nonfat Greek yogurt, 1 1/4 cups of craisins",0,1,2,0,0,0,0,0,0,0,"6 oz filet of salmon, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.1
"2 cups of plain greek yogurt, 2 cups of oatmeal",,,Yes,,,70,58,582,"2 cups of plain greek yogurt, 2 cups of oatmeal",2,0,0,1,0,1,"2 cups of plain greek yogurt, 2 cups of oatmeal",0,1,2,0,0,0,0,0,0,0,"1 cup of pasta with 1/2 cup of meat sauce, Grilled Chicken Salad (with 4 oz of chicken) with 2 tbsp of a low-fat dressing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3.2
"1 cup of greek yogurt, 1 cup of hash browns",,,Yes,,,54,27,603,"1 cup of greek yogurt, 1 cup of hash browns",2,0,0,1,0,1,"1 cup of greek yogurt, 1 cup of hash browns",0,1,2,0,0,0,0,0,0,0,"Cilantro Lime Chicken (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Steamed Snow Peas (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
"1 Banana Smoothie (1 banana, 1 cup of milk, ice), 1 cup of plain yogurt with grapes (~25)",,,Yes,,,72,25,605,"1 Banana Smoothie (1 banana, 1 cup of milk, ice), 1 cup of plain yogurt with grapes (~25)",2,0,0,1,0,2,"1 Banana Smoothie (1 banana, 1 cup of milk, ice), 1 cup of plain yogurt with grapes (~25)",0,1,2,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Yellow Rice (1 cup), Steamed Snow Peas (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.1
"2 cups of cottage cheese, 2 cups of grapes",,,Yes,,,72,50,648,"2 cups of cottage cheese, 2 cups of grapes",2,0,0,0,0,1,"2 cups of cottage cheese, 2 cups of grapes",0,2,2,0,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Yellow Rice (1 cup), Steamed Cauliflower (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18.0
"2 cups of plain greek yogurt, 2 cups of breakfast potatoes",,,Yes,,,90,54,648,"2 cups of plain greek yogurt, 2 cups of breakfast potatoes",2,0,0,1,0,1,"2 cups of plain greek yogurt, 2 cups of breakfast potatoes",0,1,2,0,0,0,0,0,0,0,"1 cup of spaghetti with 2 tbsp of pesto sauce, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of dressing - Balsamic, Italian, or Greek)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
"2 cups of cottage cheese, 1/2 cup of raisins",,,Yes,,,80,50,708,"2 cups of cottage cheese, 1/2 cup of raisins",2,0,0,0,0,1,"2 cups of cottage cheese, 1/2 cup of raisins",0,2,2,0,0,0,0,0,0,0,"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19.7
"2 cups of 1% milk, 2 chopped apples and almond butter (~8 tsp)",,,Yes,,,64,25,725,"2 cups of 1% milk, 2 chopped apples and almond butter (~8 tsp)",2,0,0,2,0,2,"2 cups of 1% milk, 2 chopped apples and almond butter (~8 tsp)",0,2,2,0,0,0,1,0,0,1,"1 cup of spaghetti with 1/4 cup of cream sauce, a side salad (3 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of dressing - Balsamic, Italian, or Greek)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2
"2 cups of plain greek yogurt, 1 cup of hash browns",,,Yes,,,62,50,736,"2 cups of plain greek yogurt, 1 cup of hash browns",2,0,0,1,0,1,"2 cups of plain greek yogurt, 1 cup of hash browns",0,1,2,0,0,0,0,0,0,0,"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1 cup), Steamed Snow Peas (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.1
"1 Apple and Peanut Butter Smoothie (2 chopped apples, 4 tbsp of peanut butter, 2 cups of milk, ice), 1 cup of 2% milk",,,Yes,,,61,24,780,"1 Apple and Peanut Butter Smoothie (2 chopped apples, 4 tbsp of peanut butter, 2 cups of milk, ice), 1 cup of 2% milk",2,0,0,2,0,3,"1 Apple and Peanut Butter Smoothie (2 chopped apples, 4 tbsp of peanut butter, 2 cups of milk, ice), 1 cup of 2% milk",0,2,2,0,0,1,0,0,0,1,"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice (1 cup), Steamed Cauliflower (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,34.7
"1 cup of low-fat cottage cheese, 2 cups of craisins",,,Yes,,,186,30,841,"1 cup of low-fat cottage cheese, 2 cups of craisins",2,0,0,0,0,1,"1 cup of low-fat cottage cheese, 2 cups of craisins",0,2,2,0,0,0,0,0,0,0,"Salmon (5 oz filet) with a honey mustard glaze, Jasmine Rice (1 cup), Steamed Snow Peas (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23.4
"1 whole wheat bagel, 2 stalks of celery with 2 tbsp of peanut butter",,,Yes,,,72,20,509,"1 whole wheat bagel, 2 stalks of celery with 2 tbsp of peanut butter",1,3,0,2,0,3,"1 whole wheat bagel, 2 stalks of celery with 2 tbsp of peanut butter",0,1,1,3,0,1,0,0,0,1,"1 chicken breast (8 oz) with olive oil (1 tbsp), 1 cup of mixed vegetables, 1 peach or plum",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.6
"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 1/4 cup of raisins",,,Yes,,,73,41,613,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 1/4 cup of raisins",1,3,0,2,0,4,"1 peanut butter sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter), 1/4 cup of raisins",0,1,1,3,0,1,0,0,0,1,"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Snow Peas (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27.2
"1 peanut butter and apricot jam sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter, 2 tbsp of apricot ham)",,,Yes,,,65,23,615,"1 peanut butter and apricot jam sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter, 2 tbsp of apricot ham)",1,3,1,3,1,4,"1 peanut butter and apricot jam sandwich (2 slices of whole wheat bread, 2 tbsp of peanut butter, 2 tbsp of apricot ham)",0,1,1,3,0,1,0,0,0,1,"Pork Tenderloin with a light marinade (4 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Grilled Squash (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3
"1 whole wheat bagel, 2 cups of 1% milk",,,Yes,,,59,23,394,"1 whole wheat bagel, 2 cups of 1% milk",1,3,0,0,0,2,"1 whole wheat bagel, 2 cups of 1% milk",0,1,1,3,0,0,0,0,0,0,"Tuna Sandwich (2 slices of white bread, 1 cup of tuna salad), 1 cup of 2% milk, 1 cup of berries",1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3
"1/2 of a peanut butter sandwich (1 slice of whole wheat bread, 1 tbsp of peanut butter), 3 scrambled eggs",,,Yes,,,21,32,435,"1/2 of a peanut butter sandwich (1 slice of whole wheat bread, 1 tbsp of peanut butter), 3 scrambled eggs",1,3,0,3,0,4,"1/2 of a peanut butter sandwich (1 slice of whole wheat bread, 1 tbsp of peanut butter), 3 scrambled eggs",0,1,1,3,0,1,0,1,0,1,"Lean Ground Turkey (4 oz), side salad with a light dressing (2 tbsp), 1 sweet potato with whipped butter (1 tbsp), 1 cup of milk (1% or skim)",2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.3
"1 whole wheat bagel, 2 cups of whole milk",,,Yes,,,65,23,482,"1 whole wheat bagel, 2 cups of whole milk",1,3,0,0,0,2,"1 whole wheat bagel, 2 cups of whole milk",0,1,1,3,0,0,0,0,0,0,"Pork Tenderloin with a light marinade (4 oz serving), Couscous (1/2 cup), Grilled Squash (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4
1 wheat bagel with peanut butter,,,Yes,,,69,21,535,1 wheat bagel with peanut butter,1,2,0,2,0,3,1 wheat bagel with peanut butter,0,1,1,2,0,1,0,0,0,1,"2 cans of white tuna, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23.8
"1 cup of soy yogurt, 1 wheat bagel",,,Yes,,,103,20,546,"1 cup of soy yogurt, 1 wheat bagel",1,2,0,1,0,2,"1 cup of soy yogurt, 1 wheat bagel",1,0,1,2,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0
"1 wheat bagel, 2 cups of lowfat plain yogurt",,,Yes,,,95,37,608,"1 wheat bagel, 2 cups of lowfat plain yogurt",1,2,0,1,0,2,"1 wheat bagel, 2 cups of lowfat plain yogurt",0,0,1,2,0,0,0,0,0,0,"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1/2 cup), Braised Collard Greens (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.9
"1/2 of a plain bagel with peanut butter, 8 strawberries",,,Yes,,,45,10,246,"1/2 of a plain bagel with peanut butter, 8 strawberries",1,1,0,2,0,2,"1/2 of a plain bagel with peanut butter, 8 strawberries",0,1,1,1,0,1,0,0,0,1,"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Roasted Eggplant (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.9
"1/2 of a plain bagel with peanut butter, 1/2 cup of cherries (~11 cherries)",,,Yes,,,60,10,300,"1/2 of a plain bagel with peanut butter, 1/2 cup of cherries (~11 cherries)",1,1,0,2,0,2,"1/2 of a plain bagel with peanut butter, 1/2 cup of cherries (~11 cherries)",0,1,1,1,0,1,0,0,0,1,"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Roasted Vegetables (1/2 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.3
"1/2 of a plain bagel with peanut butter, 1 cup of cherries (~21 cherries)",,,Yes,,,60,10,300,"1/2 of a plain bagel with peanut butter, 1 cup of cherries (~21 cherries)",1,1,0,2,0,2,"1/2 of a plain bagel with peanut butter, 1 cup of cherries (~21 cherries)",0,1,1,1,0,1,0,0,0,1,"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1 cup), Roasted Vegetables (1 cup)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.3
